"numFree"
1156
1406
1512
1326
1476
1116
1054
1190
1156
1330
1221
1443
1444
1287
1394
1476
1369
1216
1353
1230
1400
1292
1088
1280
1394
1292
1221
1225
1364
1482
1209
1295
1320
1085
1326
1628
1332
1353
1254
1521
1360
1368
1326
1394
1452
1152
1292
1520
1225
1188
1596
1369
1292
1376
1360
1221
1260
1190
1225
1665
1394
1296
1224
1394
1443
1292
1224
1155
1320
1073
1258
1156
1368
1188
1369
1292
1480
1225
1260
1428
1428
1248
1296
1482
1224
1482
1505
1326
1320
1155
1520
1292
1406
1287
1517
1406
1368
1295
1088
1152
1140
1470
986
1054
1188
1188
1330
1155
1260
1599
1184
1596
1360
1440
1330
1295
1184
1591
1320
1406
1482
1332
1140
1677
1280
1517
1224
1680
1332
1406
1640
1404
1554
1216
1369
1435
1216
1440
1443
1224
1295
1365
1292
1295
1480
1386
1015
1020
1295
1085
1368
1216
1512
1575
1440
1312
1155
899
1369
1444
1295
1368
1332
1260
1332
1295
1295
1332
1312
1406
1254
1188
1564
1406
1560
1480
1152
1190
1292
1386
1443
1406
1369
1517
1482
1320
980
1369
1330
1271
1248
1152
1368
1332
1365
1200
1517
1221
1326
1702
1368
1482
1406
1680
1330
1225
1102
1122
1216
1368
1386
1188
1548
1188
1400
1292
1292
1404
1122
1254
1287
1408
1240
1312
1476
1116
1548
1254
1330
1480
1480
1200
1440
1056
1330
1155
1656
1400
1353
1353
1332
1440
1260
1332
1480
1330
1482
1258
1517
1085
1400
1152
1640
1480
1258
1406
1720
1360
1330
1326
1224
1248
1330
1365
1230
1147
1330
1330
1184
1680
1120
1216
1368
1428
1190
1428
1591
1404
1122
1638
1599
1258
1365
1520
1224
1332
1326
1360
1368
1292
1763
1258
1224
1188
1435
1290
1444
1558
1056
1221
1155
1443
1440
1295
1435
1292
1155
1326
1296
1295
1365
1152
1482
1110
1292
1408
1710
1848
1188
1292
1521
1368
1400
1482
1521
1295
1254
1480
1295
1122
1480
1591
1258
1155
1085
1248
1360
1088
1406
1330
1260
1221
1064
1332
1260
1260
1120
1295
1260
1638
1444
1584
1404
1224
1295
1221
1326
1560
1152
1520
1254
1295
1440
1122
1287
1258
1520
1369
1520
1628
1280
1156
1332
1517
1640
1482
1444
1368
1155
1224
1330
1122
1225
1365
1512
1292
1702
1435
957
999
1295
1520
1404
1224
1440
1406
1230
1312
1404
1554
1225
1155
1364
1440
1184
1188
1221
1360
1368
1292
1296
1110
1116
1254
1332
1440
1260
952
1368
1248
1155
1443
1221
1400
1386
1224
1248
1221
1216
1406
1320
1599
1080
960
1476
1190
1330
1292
1292
1054
1188
1085
1260
1292
1722
1296
992
1295
1122
1376
1320
1517
1722
1260
1296
1295
1406
1296
1122
1480
1480
1248
1404
1020
1599
1368
1221
1320
1260
1080
1140
1369
1054
1295
1512
1400
1216
1440
1435
1073
1260
1225
1292
1360
1254
1369
1302
1258
1476
1326
1476
1102
1520
986
1406
1152
1482
1404
1216
1368
1419
1548
1482
1216
1088
1188
1443
1216
1332
1320
1089
1476
1254
1520
1440
1332
1120
1419
1332
1482
1406
1520
1023
1330
1155
1482
1638
1560
1640
1640
1554
1254
1292
1365
1584
1394
1190
1400
1221
1248
1482
1188
1184
1216
1394
1292
1260
1088
1462
962
1368
1368
1224
1080
1156
1600
1271
1292
1400
1444
1443
1512
1240
1140
1520
1020
1406
1292
1295
1320
1521
1369
1258
1404
1344
1330
1440
1368
1156
1554
1156
1292
1512
1558
1326
1330
1221
1620
1184
1330
1320
1332
1444
1190
1521
1155
1221
1400
1480
1225
1326
1435
1155
1247
1560
1120
1296
1406
1672
1332
1480
1155
1365
1122
1804
990
1120
1368
1558
986
1088
1400
1400
1406
1295
1184
1140
1360
1353
1332
1225
1156
1056
1225
1152
1596
1085
1248
1290
1640
1480
1280
1443
1520
1320
1520
1332
1320
1364
1312
1116
1254
1548
1330
1088
1326
990
1287
1155
1155
1155
1292
1558
1085
1296
1292
1155
1190
1320
1292
1353
1521
1155
1170
